nhru_v1_1,i,j,wght
1516,83,98,0.0712338827787511
1516,85,97,0.032275260927151994
1516,84,97,0.07577470665658635
1516,84,96,0.01643338083158332
1516,82,98,0.0021249401057633686
1516,83,97,0.07311177540551897
1516,82,97,0.000695282327457232
1516,83,96,0.022603980672741497
1517,83,106,0.7548815332598354
1517,82,106,0.06725415045068012
1517,83,105,0.1674591152438038
1517,82,105,0.01040520104589729
1518,85,120,0.10120625222869514
1518,85,119,0.17354701471074796
1518,86,120,0.5059791027414448
1518,86,119,0.2192676303191062
1519,86,124,0.005173953667382132
1519,86,123,0.25015617336402535
1519,86,122,0.22485866944786967
1520,83,105,0.060747673147992336
1520,82,105,0.007160723242836232
1520,83,104,0.11930042109649219
1520,82,104,0.0544575343429891
1520,83,103,0.11930042109644791
1520,82,103,0.09101278224539122
1520,81,103,0.0018755762257175264
1520,82,102,0.013531753544387556
1520,84,105,0.005050441347598514
1520,85,104,0.006979010858934828
1520,84,104,0.09743238210810172
1520,85,103,0.04004995214446869
1520,84,103,0.11656983004815599
1520,85,102,0.08679236521352912
1520,84,102,0.04623331235228735
1520,83,102,0.06078994448704944
1520,86,102,0.03504845864579745
1520,86,101,0.03076602002436595
1521,86,122,0.8042262788206455
1521,85,122,0.1957737211793648
1522,85,120,0.8277433962176153
1522,85,119,0.022237966442916143
1522,86,120,0.15001863733947396
1523,83,105,0.2602602780792486
1523,82,105,0.6879705973124941
1523,82,104,0.05176912460825586
1524,85,119,0.027685680005081422
1524,85,118,0.08509453454647375
1524,86,120,0.00012272813306242025
1524,86,119,0.07085207845637524
1524,86,118,0.09029261642455359
1524,86,117,0.0810268693308881
1524,86,116,0.033037475273273414
1524,85,116,0.04440939377983128
1524,86,115,0.07424696546296937
1524,85,115,0.0046657925295743976
1524,86,114,0.052828352007028706
1524,85,114,0.011231186011270216
1524,84,118,0.015447433184792119
1524,85,117,0.08524462613274111
1524,84,117,0.004639414361266774
1525,86,124,0.2808742194614153
1525,85,124,0.01736873987378252
1525,86,123,0.5602828395346872
1525,85,123,0.1397547882180927
1525,86,122,0.001719412912381632
1526,86,128,0.04167059581837074
1526,86,127,0.9583294041816267
1527,86,129,0.12018867804299234
1527,86,128,0.0030379847563894954
1528,86,128,0.0012320135211743137
1528,86,127,0.01737839664948182
1528,86,126,0.05425074394722169
1528,86,125,0.07889404384509482
1528,85,125,0.0005829263663140164
1528,86,124,0.011641461159421879
1528,85,124,0.0020212710322254513
1529,86,129,0.015262723623358058
1529,86,128,0.4174374267215509
1529,86,127,0.025523965366455174
1530,86,122,0.0015993285047511201
1530,86,121,0.31996547243918544
1530,85,121,0.28871017786014624
1530,84,121,0.020862371177758552
1530,85,120,0.22369586743011158
1530,84,120,0.014679230853022848
1530,86,120,0.10417923219072632
1531,86,131,0.0019967670082938274
1531,86,130,0.1690794146636714
1531,86,129,0.15807706611151962
1532,82,108,0.11170834559597433
1532,81,108,0.00021177883712823954
1532,81,107,0.008422528052238197
1532,83,106,0.012234704242824596
1532,82,106,0.21987918681463392
1532,82,105,0.0017907360561266337
1532,81,106,0.00013759518891833363
1532,83,108,0.0895060159142106
1532,83,107,0.23406385894770745
1532,82,107,0.3220452503502938
1533,86,129,0.03877040420497061
1533,85,127,0.01761413420701386
1533,86,128,0.6340777289629282
1533,86,127,0.30953773262508666
1534,85,119,0.014252318331474306
1534,84,119,0.001869694828369949
1534,85,118,0.004796307669758834
1534,85,116,0.04334067494989896
1534,86,115,0.003197434619694353
1534,85,115,0.08093423533875731
1534,85,114,0.05911488482286185
1534,84,118,0.041219659346676214
1534,83,118,0.0010568271069882863
1534,85,117,0.004714538284890849
1534,84,117,0.08089877329800656
1534,83,117,0.020178214443204504
1534,84,116,0.07994189809639854
1534,83,116,0.0015330744420284448
1534,84,115,0.07030141874591055
1534,84,114,0.07501902044051718
1534,83,114,0.029835578028395645
1534,83,113,0.012541209992823382
1534,86,113,0.0006578608218146407
1534,85,113,0.06411206766165657
1534,84,113,0.08326997612806032
1534,86,112,0.005492372505233831
1534,85,112,0.08388428949946104
1534,84,112,0.06586133537757043
1534,85,111,0.0548506712166998
1534,84,111,0.015234618508266068
1534,86,111,0.001886107363849376
1535,86,127,0.05089350984567525
1535,86,126,0.27042738018155954
1535,86,125,0.1029100875888388
1535,85,125,0.3981529144565903
1535,85,124,0.03586529285785417
1535,85,126,0.14175081506952808
1536,86,130,0.06837925440016479
1536,86,129,0.8979158928935494
1536,85,129,0.03370485270628453
1537,82,110,0.04456033237647709
1537,81,110,0.00028418410956762883
1537,82,109,0.11046337990643229
1537,81,109,0.019739423658295303
1537,82,108,0.05245618306433084
1537,81,108,0.0014742357781078522
1537,83,106,0.058005010342356826
1537,82,106,0.0049572705936643735
1537,84,110,0.0279203298572151
1537,85,108,0.02723805223222316
1537,85,107,0.026189238664887614
1537,83,110,0.05830523936597949
1537,85,109,0.01848352656509299
1537,84,109,0.10961977951563265
1537,83,109,0.11054185779993052
1537,84,108,0.1106202757122024
1537,83,108,0.08143362044384021
1537,84,107,0.08989783944828228
1537,83,107,0.034421987050010615
1537,82,107,8.757312109069713e-06
1537,84,106,0.013379476203379669
1538,85,127,0.48268232237907627
1538,86,127,0.4858100214559897
1538,85,126,0.031507656164933145
1539,86,129,0.161166704518748
1539,85,129,0.03671173749732167
1539,85,128,0.3409807482115695
1539,85,127,0.12328019462301282
1539,86,128,0.3300818325593938
1539,86,127,0.007778782589949905
1540,85,129,0.6860265912063752
1540,85,128,0.3139734087936327
1541,86,130,0.23927725122521287
1541,85,130,0.20977213578152096
1541,86,129,0.028488197795624854
1541,85,129,0.5224624151976418
1542,81,107,0.07038391157202417
1542,82,106,0.0864217945375689
1542,82,105,0.1269262258462653
1542,81,104,0.03988027120653133
1542,81,106,0.2408856647000616
1542,80,106,0.02462311679736906
1542,81,105,0.27884276694992705
1542,80,105,0.09410277880065486
1542,80,104,0.022310253126740065
1542,82,107,0.015623216462941472
1543,86,122,0.013918046279665917
1543,85,122,0.25958320129603063
1543,84,122,0.12596662259933464
1543,86,121,0.048196870864854996
1543,85,121,0.17240782047624453
1543,84,121,0.3011303822080997
1543,84,120,0.033032523358792094
1543,83,121,0.044071810299617674
1543,83,120,0.001692722617357799
1544,85,128,0.598537416696592
1544,85,127,0.4014625833034078
1545,85,128,0.13872925376621187
1545,85,127,0.7196773206185891
1545,84,127,0.14144504449960854
1545,85,126,0.0001483811155886403
1546,85,129,0.17657673367809232
1546,85,128,0.8147439190459215
1546,84,128,0.008679347275988682
1547,85,129,0.9999999999999989
1548,85,129,0.005902645892420439
1548,85,128,0.4690841833967262
1548,84,128,0.2815229573951132
1548,85,127,0.1527708420677935
1548,84,127,0.09071937124794784
1549,85,129,0.9953141696115446
1549,85,128,0.0046858303884533955
1550,85,127,0.056028396651653656
1550,86,127,0.025259938481878606
1550,86,126,0.02172494409207009
1550,85,125,0.09963923378624047
1550,85,126,0.41762122462793094
1550,84,126,0.2114115847450706
1550,84,125,0.1683146776152048
1551,85,130,0.07118297302826634
1551,84,130,0.10644636775386218
1551,85,129,0.4842440197423597
1551,84,129,0.3381266394755112
1552,82,105,0.0017466933764813384
1552,82,104,0.02853427712374657
1552,81,104,0.048786702273320395
1552,82,103,0.013311151884907108
1552,81,103,0.05534189420133139
1552,81,105,0.004203713114560072
1552,80,105,0.0008449206953947141
1552,80,104,0.04280445777463327
1552,79,104,0.0025981434581959493
1552,80,103,0.056187088192001
1552,82,102,0.04988044694825471
1552,81,102,0.05622712380608553
1552,82,101,0.05626712890621045
1552,81,101,0.05622712380607656
1552,80,101,0.05615529594864179
1552,82,100,0.03719306822670569
1552,81,100,0.03566773935756067
1552,80,100,0.014502018831652709
1552,81,99,0.0038258996703660684
1552,79,103,0.022558179920163915
1552,80,102,0.056187088192037646
1552,79,102,0.04887277439965421
1552,78,102,0.0073059118040739
1552,79,101,0.026442926828315536
1552,78,101,0.00036934550855788995
1552,79,100,0.00018859082404775176
1552,85,102,0.012816505762815743
1552,84,102,0.03452596857872534
1552,83,102,0.02761562306669687
1552,86,102,2.1665830154950544e-06
1552,86,101,0.02044811409424165
1552,86,100,0.0025295477086232482
1552,85,101,0.010948675687036417
1552,84,101,0.034882429141968985
1552,83,101,0.05630710347293331
1552,84,100,0.0006845958566421389
1552,83,100,0.015743550359968703
1552,82,99,0.00011665249281557017
1553,84,120,0.016533402294431867
1553,85,119,0.056626719483226305
1553,84,119,0.2121835739334388
1553,85,118,0.00017079253001013876
1553,83,120,0.034293637779047
1553,82,120,0.00013613732104935392
1553,83,119,0.21449350312527
1553,82,119,0.1490344115336886
1553,82,118,0.04685599067610962
1553,84,118,0.08356499260200154
1553,83,118,0.1775764540192011
1553,83,117,0.008530384702564953
1554,79,109,0.00010867483033973001
1554,81,110,1.2283050001342857e-06
1554,81,109,0.3231287253806127
1554,80,109,0.2765480942113314
1554,82,108,0.08988562033049308
1554,81,108,0.2994412839650048
1554,80,108,0.0006640751794630659
1554,81,107,0.010222297797754938
1555,84,121,0.016004837173023055
1555,85,120,0.03562010106490571
1555,84,120,0.21959274759079772
1555,85,119,0.05239920876279861
1555,84,119,0.02738376296659593
1555,83,121,0.1650887659531338
1555,82,121,0.051835236333352394
1555,83,120,0.23089038799401818
1555,82,120,0.1529008380192183
1555,83,119,0.030542839289049054
1555,82,119,0.017741274853111045
1556,79,109,0.0042738280468381405
1556,79,108,0.14347137738831237
1556,81,109,0.006483630172016177
1556,80,109,0.1087284712773961
1556,81,108,0.16939668292138102
1556,80,108,0.4841032359368418
1556,81,107,0.0417519322380957
1556,80,107,0.04179084201911841
1557,81,100,0.1326491430160031
1557,80,100,0.24232668882978542
1557,81,99,0.12120582190639112
1557,80,99,0.0488850527944792
1557,79,100,0.18822082635648657
1557,78,100,0.1391195186580886
1557,79,99,0.01640537103247877
1557,77,100,0.032493962176326066
1557,78,99,0.053845795094475644
1557,77,99,0.024847820135616344
1558,81,107,0.032257248940156656
1558,78,105,0.003939377797840041
1558,81,106,0.02863975571488818
1558,80,106,0.10677017070638636
1558,79,106,0.00016818955444400144
1558,80,105,0.2047044800173996
1558,79,105,0.14935489573833155
1558,80,104,0.0499509555848373
1558,79,104,0.2901031620548088
1558,78,104,0.07777712130019238
1558,79,103,0.050622446855300304
1558,78,103,0.005712195735414969
1559,86,131,0.0012327026472173652
1559,85,131,0.1925416764149617
1559,86,130,0.0019286095413967503
1559,84,131,0.17974553971097457
1559,83,131,8.633979433812016e-05
1559,85,130,0.3247571852176485
1559,84,130,0.27703547016567487
1559,85,129,0.012914195171730359
1559,83,130,0.009758281336001609
1560,82,120,1.998862869749051e-05
1560,82,119,0.030700979254883642
1560,81,119,0.00894523848102499
1560,82,118,0.09694191784022183
1560,81,118,0.02790429925873412
1560,82,117,0.12026481242132878
1560,81,117,0.06172778606413011
1560,82,116,0.11936310436228538
1560,81,116,0.09869832295411221
1560,83,118,0.030467976174669325
1560,83,117,0.08761016822338479
1560,84,116,0.007548206924999512
1560,83,116,0.11818537109088793
1560,84,115,0.0211617048940487
1560,83,115,0.10479433178392585
1560,82,115,0.021663550907598056
1560,80,116,0.01134254307578739
1560,81,115,0.00039562871272800826
1560,84,114,0.0144998928872996
1560,83,114,0.01776417605930407
1561,78,105,0.00276385027846346
1561,78,104,0.9972361497215356
1562,83,130,0.8070969306841661
1562,83,129,0.1929030693158325
1563,78,105,0.03746533654510785
1563,77,105,0.00011717129079253806
1563,78,104,0.9609777099537066
1563,77,104,0.0014397822103924842
1564,85,130,0.06238697108826376
1564,84,130,0.1380000185742074
1564,85,129,0.017383824770357586
1564,84,129,0.1707778091817677
1564,83,127,0.03691419881916084
1564,83,130,0.0047736647541538725
1564,83,129,0.24791661321193095
1564,82,129,0.00021971650606380456
1564,83,128,0.2151951823828256
1564,82,128,0.05403209895181704
1564,82,127,0.05239990175949283
1565,86,142,0.16992981466593735
1565,86,141,0.5323705669588928
1565,85,141,0.23308229170858522
1566,85,141,1.000000000000001
1567,85,129,0.001610945517336688
1567,84,129,0.04204606869447153
1567,85,128,0.0007596339518426677
1567,84,128,0.11273110797128581
1567,85,127,0.00039334622830887185
1567,84,127,0.10873918178878704
1567,83,127,0.10592445320614761
1567,83,129,0.00026382969781819254
1567,83,128,0.043361800822359645
1567,82,127,0.016959941597801387
1567,85,126,6.160593980828e-06
1567,84,126,0.07246248567922224
1567,83,126,0.1188784438257521
1567,84,125,0.04381461689418369
1567,83,125,0.1188784438257869
1567,84,124,0.013506333962695202
1567,83,124,0.031135448349297126
1567,82,124,0.0027296808601806016
1567,82,126,0.09870483146078943
1567,81,126,6.0495028800370566e-05
1567,82,125,0.06674803213460569
1567,81,125,0.000284717908597593
1568,77,105,0.024189859960499268
1568,78,104,0.07035326912118418
1568,77,104,0.9054568709180599
1569,81,121,0.12690293165782993
1569,82,120,0.04840962126301553
1569,81,120,0.6695500787123955
1569,82,119,0.002022754649642944
1569,81,119,0.0021151056567431854
1569,80,121,0.051235783185771794
1569,80,120,0.09976372487459736
1570,85,141,1.0000000000000002
1571,84,123,0.00022933818226890482
1571,83,123,0.013100701941079942
1571,84,122,0.08402101627254452
1571,84,121,0.008457474072471752
1571,82,123,0.008197549825650815
1571,83,122,0.21561385493478233
1571,82,122,0.17249796862204653
1571,83,121,0.058552121435258744
1571,82,121,0.16438112074855996
1571,81,121,0.15473336541115462
1571,82,120,0.0842528581730052
1571,81,120,0.02432218956459262
1571,81,122,0.0059483712432524625
1571,80,121,0.005692069573319884
1572,86,142,0.37469936465043574
1572,86,141,0.040130953992032994
1572,85,141,0.3434618838309559
1572,85,142,0.23338753716484154
1573,86,142,5.731098413962408e-06
1573,86,141,0.008257873463665395
1573,85,141,0.00034749601721944433
1573,86,140,0.018361774338431225
1573,85,140,0.009293123050343964
1573,86,139,0.018361774338427936
1573,85,139,0.018337985853959335
1573,86,138,0.018361774338432706
1573,84,139,0.006188725076869341
1573,85,138,0.018348796120067477
1573,84,138,0.00768293908615647
1573,86,137,0.01836177433842704
1573,85,137,0.018348796120060795
1573,84,137,0.008921243426481686
1573,85,136,0.018348796120069077
1573,84,136,0.0045869791728737
1573,85,135,0.018348796120063963
1573,84,135,0.0045402708501527484
1573,86,136,0.018361774338434132
1573,86,135,0.018327576471389717
1573,86,134,0.014913404242563997
1573,86,133,0.010003671922852082
1573,85,133,0.014940425205650724
1573,86,132,0.01799563356905283
1573,85,132,0.01834879612007125
1573,86,131,0.018248359676631135
1573,85,131,0.011365749134204196
1573,86,130,0.010074477427623456
1573,85,134,0.014876822028152058
1573,84,134,0.0022293414772227163
1573,84,133,0.003292060144195274
1573,84,132,0.016181539465829554
1573,83,132,0.0005478875549574455
1573,84,131,0.009108173343064841
1573,83,131,4.6000802836596824e-05
1573,85,130,0.0010372743844983803
1573,86,129,7.934687316264952e-05
1574,83,131,0.06327366898322477
1574,83,130,0.482368132956531
1574,82,130,0.4543581980601499
1575,78,104,0.0028830719452505424
1575,77,104,0.4977804567689657
1575,76,104,0.007987823126828138
1575,77,103,0.48616086455976393
1575,76,103,0.005187783598899412
1576,78,104,0.002718641681655531
1576,77,104,0.8852742967765205
1576,76,104,0.11200706154168998
1577,85,141,0.006127420847752856
1577,85,140,0.1582820926056623
1577,84,140,0.8316581792020578
1577,84,139,0.003932307344514855
1578,82,131,0.8259649779838806
1578,82,130,0.17403502201612822
1579,82,130,0.7401044406045479
1579,81,130,0.25989555939545234
1580,83,130,0.1805067487860895
1580,82,130,0.07431647209096985
1580,83,129,2.030513334345789e-06
1580,82,129,0.29932349594983393
1580,81,129,0.23484898241261043
1580,82,128,0.06695964379127947
1580,81,128,0.1352327624366709
1580,81,130,0.008809864019203082
1581,84,135,0.0318534464889817
1581,83,135,0.038909193790165164
1581,82,134,0.00028609134597015165
1581,82,133,0.07341775789896525
1581,85,133,0.023045029240264175
1581,85,134,0.023382888234053358
1581,84,134,0.10890623482248443
1581,83,134,0.09251867384595648
1581,84,133,0.10172050672288555
1581,83,133,0.12389236541804645
1581,84,132,0.014566402228477125
1581,83,132,0.11106535947337962
1581,82,132,0.010605011491651259
1581,84,131,0.018315098331381605
1581,83,131,0.11964814313481512
1581,82,131,0.07873660081524034
1581,83,130,0.014310364077192932
1581,82,130,0.014820832640076977
1582,82,124,0.016693034998295657
1582,82,123,0.08842335503164195
1582,82,122,0.03733473516205949
1582,82,121,0.013673115749488667
1582,81,121,0.03198196448338256
1582,81,125,2.6428150840633205e-05
1582,81,124,0.12215212671136493
1582,80,124,0.053677903165825484
1582,81,123,0.19672374230545775
1582,80,123,0.13619379022706354
1582,81,122,0.19146036363820892
1582,80,122,0.0993171806092833
1582,80,121,0.01234225976718435
1583,79,109,0.14081129698980144
1583,78,109,0.13067646934481497
1583,79,108,0.09282897443201839
1583,80,109,0.0019477273253179536
1583,77,109,0.0011424614339708282
1583,78,108,0.2038687502052992
1583,77,108,0.1899687422839695
1583,79,107,0.006994270215412835
1583,78,107,0.1681255820040789
1583,77,107,0.049993553879910724
1583,78,106,0.0015237323504499706
1583,76,108,0.012118439534956676
1584,81,131,0.03919447738781592
1584,82,131,0.023144273333257952
1584,82,130,0.33137525183677263
1584,81,130,0.6062859974421198
1585,81,120,0.005952535125677398
1585,80,118,0.023510241096200136
1585,80,121,0.02601118669758101
1585,80,120,0.23084447641816333
1585,79,120,0.06102930017745531
1585,80,119,0.2155104575177339
1585,79,119,0.3029427932938256
1585,78,119,0.058896286870788996
1585,79,118,0.07199243750546382
1585,78,118,0.003310285297110567
1586,80,122,0.2274517253701423
1586,79,122,0.17324812300710624
1586,80,121,0.1794264077660324
1586,79,121,0.41175024641452584
1586,79,120,0.008123497442194658
1587,82,120,9.897755277511984e-05
1587,81,120,0.010557733922902882
1587,82,119,0.005002212628681461
1587,81,119,0.07687904703489498
1587,81,118,0.06393841986996403
1587,80,118,0.07745655755690425
1587,81,117,0.040501734473779596
1587,80,117,0.08321433807856346
1587,81,116,0.0030057853259558573
1587,80,120,0.0012297278351639995
1587,80,119,0.030434704325226467
1587,79,118,0.03716698110833919
1587,79,117,0.056266360311759425
1587,78,117,0.017450309758376963
1587,79,116,0.08315499927279424
1587,78,116,0.019227989986065067
1587,80,116,0.07535495873103917
1587,81,115,0.0042432037795166605
1587,80,115,0.038906038434124254
1587,79,114,0.01919057966250539
1587,79,115,0.07659264383875468
1587,78,115,0.06704595605893167
1587,77,115,0.007817828874577163
1587,78,114,0.06679941655730133
1587,77,114,0.015570282002959051
1587,78,113,0.0011580192264534844
1587,77,113,0.02173519379173477
1588,86,145,0.03181353258817404
1588,85,145,0.05922822983958792
1588,84,145,0.010926880153347831
1588,85,144,0.10850004061708927
1588,84,144,0.08071246342018613
1588,85,143,0.11437722431199922
1588,84,143,0.11431652159667492
1588,83,143,0.033045450832952204
1588,83,144,0.011145270120947487
1588,86,144,0.038924628173180126
1588,86,143,0.08435547180772777
1588,86,142,0.05598965297748404
1588,85,141,0.001470091951274289
1588,85,142,0.08845853101634299
1588,84,142,0.0836886395154524
1588,83,142,0.023410523463700525
1589,83,135,0.11325626848381481
1589,83,136,0.021659410717475434
1589,82,136,0.010081996290911147
1589,82,135,0.10832939420754255
1589,82,134,0.17178215232928154
1589,82,133,0.09988925385344788
1589,81,133,0.07007541761358675
1589,81,132,0.06606390897460157
1589,83,134,0.0677609561022309
1589,83,132,0.019702541337913108
1589,82,132,0.23021415940260503
1589,82,131,0.0211845406865909
1590,85,141,0.009961272273558832
1590,85,140,0.024277336917757127
1590,84,141,0.005747323072866924
1590,84,140,0.18370816068957768
1590,83,140,0.13462489708284936
1590,84,139,0.007300250832548338
1590,83,139,0.3241596293653913
1590,82,139,0.10194354188137442
1590,83,138,0.07103899227410906
1590,82,138,0.13723859560999893
1591,81,132,0.004183364668379607
1591,80,132,0.00014824203890632283
1591,81,131,0.634014703891996
1591,82,131,0.07544457203778537
1591,82,130,0.025748002684785238
1591,80,131,0.20476702790016718
1591,81,130,0.045719743002838806
1591,80,130,0.009974343775084769
1592,80,125,0.00012576168496756382
1592,81,124,0.005612845912471025
1592,80,124,0.2939823908965643
1592,79,124,0.35695280442646615
1592,78,124,0.005340121557706398
1592,80,123,0.12760197119897365
1592,79,123,0.20923405765275982
1592,80,122,0.0011351910580909574
1592,78,123,1.4855612107904193e-05
1593,79,114,0.0009408232737997706
1593,79,113,0.013771711527715058
1593,80,112,0.0030457075300882206
1593,83,114,0.00021617836351106777
1593,83,113,0.036243086572420986
1593,82,113,0.01704813838543447
1593,83,112,0.04392767576988083
1593,82,112,0.040937254292305644
1593,81,112,0.02841654301770055
1593,83,111,0.04392767576989062
1593,82,111,0.04389648983245429
1593,78,114,0.008575595487605198
1593,78,113,0.04316150896202018
1593,77,113,0.0068763524780726245
1593,79,112,0.026253231837866486
1593,80,111,0.023115334749453112
1593,79,111,0.036172068937223384
1593,78,111,0.04377150802957777
1593,80,110,0.04383404651135362
1593,79,110,0.043802789157962325
1593,78,110,0.04377150802954945
1593,79,109,0.014193372509856696
1593,78,109,0.008129058783095756
1593,81,111,0.043865280074557055
1593,82,110,0.026188882308983783
1593,81,110,0.043752231851176195
1593,81,109,0.0044956849194797335
1593,80,109,0.007593330942172897
1593,78,112,0.04377150802957006
1593,77,112,0.010397754589081633
1593,77,111,0.010350384346095214
1593,76,111,0.0012283398949069
1593,77,110,0.03887657687333435
1593,76,110,0.03187639717647911
1593,77,109,0.01049797102691696
1593,76,109,0.010759935487752255
1593,84,113,0.0010397229356004934
1593,84,112,0.01001250626032798
1593,85,111,0.0007344153426346064
1593,84,111,0.03610659180214593
1593,85,110,0.0060728413848765445
1593,84,110,0.027593936513912082
1593,83,110,0.020758048431138987
1594,79,108,0.02288577949863639
1594,81,108,2.7512847118398107e-05
1594,80,108,0.004161635972709917
1594,81,107,0.043688567009684515
1594,78,108,0.0027135484655606413
1594,77,108,0.0018260507798044093
1594,79,107,0.07932760190068167
1594,78,107,0.016612428105401478
1594,77,107,0.062489921212878274
1594,78,106,0.08139625037525429
1594,77,106,0.0819301226027406
1594,78,105,0.07994151936931772
1594,77,105,0.04655841636927262
1594,76,105,0.032150599444958176
1594,80,107,0.07538755259469473
1594,81,106,0.008732771192478433
1594,80,106,0.046593294715758446
1594,79,106,0.08200198651992531
1594,79,105,0.04176125279919724
1594,76,108,0.011288888012815862
1594,76,107,0.05313316787901261
1594,75,107,0.016645528818303702
1594,76,106,0.08101375130736466
1594,75,106,0.02563384877573962
1594,78,104,0.002090064139441395
1594,77,104,7.93929125107171e-06
1595,86,146,0.000287595040379989
1595,85,146,0.06245215861561783
1595,84,146,0.14536513131388884
1595,86,145,0.126963703257137
1595,85,145,0.1414125703187589
1595,84,145,0.2804853300224015
1595,84,144,0.09116431023598123
1595,83,146,0.0005077851404527228
1595,83,145,0.13108972512089742
1595,83,144,0.020271690934530736
1596,78,124,0.00020012614957511598
1596,80,123,0.04744432899413218
1596,79,123,0.5430608138293722
1596,80,122,0.054409691484172074
1596,79,122,0.178668702332335
1596,78,123,0.14179479009435628
1596,78,122,0.03442154711606269
1597,81,131,0.00862907996443432
1597,80,131,0.190725961703911
1597,81,130,0.36330586408653637
1597,80,130,0.43733909424476086
1598,85,141,0.043711272341025766
1598,85,140,0.0024553087182746223
1598,85,142,0.0020227110016562046
1598,84,142,0.05122948588973471
1598,83,142,0.11633469205032872
1598,84,141,0.1891296605295256
1598,83,141,0.18323171644152295
1598,84,140,0.013476602161324375
1598,83,140,0.1423305962961008
1598,82,140,0.1663288999355142
1598,83,139,0.011863430874611242
1598,82,142,0.001266933678120813
1598,82,141,0.017740718365189753
1598,81,140,0.005599774567575205
1598,82,139,0.05327819714954699
1599,76,105,0.19858286847319073
1599,75,107,0.06894326867097494
1599,74,107,0.07924696891809323
1599,76,106,0.004162601913323768
1599,75,106,0.20577445729895324
1599,74,106,0.037097614187244186
1599,75,105,0.07534967334681318
1599,76,104,0.2770177988097084
1599,77,103,0.009289998683057826
1599,76,103,0.04022004306552391
1599,75,104,0.004314706633128654
1600,78,104,0.011266981981175714
1600,77,104,0.001023303010723808
1600,77,103,0.04066872931233049
1600,76,103,0.02308020801965586
1600,77,102,0.05648358386858718
1600,76,102,0.05644312787289452
1600,75,102,0.05372387847836486
1600,77,101,0.056483583868580683
1600,76,101,0.05595470807652226
1600,80,101,3.202857831427418e-05
1600,80,100,0.0003581922517186143
1600,79,103,0.024424893555244142
1600,78,103,0.05546178183561954
1600,79,102,0.007328322472635766
1600,78,102,0.0491637872262287
1600,79,101,0.029924907461557737
1600,78,101,0.05615191807862612
1600,79,100,0.022356186959405926
1600,78,100,0.034774063211029146
1600,75,103,0.009239273217112215
1600,74,102,0.034853623980550426
1600,73,102,0.0009069998375446145
1600,74,101,0.05550751414071415
1600,75,101,0.05640264123427786
1600,77,100,0.01948019014008277
1600,76,100,0.009830145406473935
1600,75,100,0.05345919741203561
1600,75,99,0.005609742917445084
1600,73,101,0.011187832904713743
1600,74,100,0.05636212397253742
1600,73,100,0.025080049578501924
1600,74,99,0.02579641336730344
1600,73,99,0.0011800657715437678
1601,80,121,0.1096456112448705
1601,79,121,0.028192111415509293
1601,80,120,0.04902742003351145
1601,79,120,0.2026486969258683
1601,78,120,0.05730529604380687
1601,78,121,0.017427977547121932
1601,79,119,0.027142318015149155
1601,78,119,0.15190113822456003
1601,78,118,0.016406979930494357
1601,77,117,0.0013705026266492084
1601,77,119,0.12587608092715752
1601,76,119,0.0037100751777023756
1601,77,118,0.18758336806913922
1601,76,118,0.014649351535327931
1601,76,117,0.00711307228313929
1602,78,119,0.005133606264849561
1602,79,118,0.027850415852384302
1602,78,118,0.027882802580527617
1602,79,117,0.026408570258409526
1602,78,117,0.05657601627258827
1602,77,117,0.008587397872289392
1602,78,116,0.06272733527515942
1602,76,115,0.016609191231141053
1602,75,113,0.0010857555503507148
1602,75,112,0.027959932566348655
1602,75,111,0.030869254592928698
1602,77,116,0.05416527919550958
1602,78,115,0.015763109288123495
1602,77,115,0.0735385022480005
1602,77,114,0.06626137068179394
1602,76,114,0.047534596034507666
1602,77,113,0.04738555950139508
1602,76,113,0.0754251561379603
1602,77,112,0.06216703551713907
1602,76,112,0.08149524920815673
1602,77,111,0.06225535739231309
1602,76,111,0.0792050079934121
1602,77,110,0.00906823703921046
1602,76,110,0.021284020834781668
1602,75,110,0.01276124061072039
1603,83,143,0.15448783468047012
1603,83,145,0.01660832763571327
1603,83,144,0.14904958957685396
1603,82,143,0.0016525898312182102
1603,83,142,0.06528501723344073
1603,83,141,0.014390433971637211
1603,82,140,0.02803591037001127
1603,82,142,0.17447697057778255
1603,82,141,0.3088243223150548
1603,81,141,0.08203792545630567
1603,81,140,0.0051510783515621925
1604,76,105,2.9009390523296094e-05
1604,74,107,4.575405299769842e-05
1604,75,106,0.021693918186373923
1604,74,106,0.07106895768150384
1604,75,105,0.10435797988439705
1604,76,104,0.022368721021735493
1604,77,103,0.007158500658214161
1604,76,103,0.06286348986931431
1604,75,102,0.006117186561519897
1604,74,105,0.12394157117265547
1604,75,104,0.12740068435654883
1604,74,104,0.11641025080714437
1604,73,104,0.006884853027821488
1604,75,103,0.10770163217778769
1604,74,103,0.1270059468294061
1604,73,103,0.034770628498518384
1604,74,102,0.04705610398779284
1604,73,102,0.0036059763572778634
1604,73,105,0.00951883547854649
1605,85,141,0.0016189159877740239
1605,85,140,0.027292987954228146
1605,85,139,4.6159816681874135e-05
1605,84,140,0.00996779737309212
1605,84,139,0.050617513701892505
1605,83,139,0.02532171516212889
1605,81,139,0.001164916119257422
1605,84,138,0.045487730730287106
1605,84,137,0.040200173441157054
1605,84,136,0.058707473949438205
1605,84,135,0.03879138056045134
1605,83,135,0.020552194341647213
1605,82,139,1.8107280201401076e-07
1605,83,138,0.06770632203024997
