,nhru_v1_1,i,j,wght
6395,2122,49,140,0.023779135929104078
6396,2122,51,139,3.5289993106839495e-07
6397,2122,50,139,0.16741911187810338
6398,2122,49,139,0.04250710703284253
6399,2122,50,138,0.15939328018143206
6400,2122,49,138,0.031794616506566044
6401,2122,50,137,0.07772351438977743
6402,2122,49,137,8.412859008482537e-05
6403,2123,61,78,0.04124725824760683
6404,2123,60,78,0.031909777053988383
6405,2123,61,77,0.03717058744681778
6406,2123,60,77,0.0027024306454135265
6407,2123,61,76,0.01466421524525653
6408,2123,61,75,0.00023193323020077823
6409,2123,64,80,0.010009831407247797
6410,2123,63,80,0.006680787829261064
6411,2123,62,80,0.012086202642219863
6412,2123,61,80,0.0017880075655815526
6413,2123,62,79,0.04090560611240091
6414,2123,61,79,0.04029692539086626
6415,2123,60,79,0.018568359312685766
6416,2123,65,80,0.009172185472228884
6417,2123,65,79,0.02597461415645926
6418,2123,65,78,0.040113852514679416
6419,2123,65,77,0.04136802584416485
6420,2123,64,77,0.04133786762457264
6421,2123,65,76,0.028726430526798907
6422,2123,64,76,0.04133786762457028
6423,2123,65,75,0.005683468361217449
6424,2123,64,75,0.03676734155822671
6425,2123,64,79,0.04133786762455528
6426,2123,63,79,0.040870020899074204
6427,2123,64,78,0.04133786762456852
6428,2123,63,78,0.04130768694209599
6429,2123,62,78,0.041277483811566706
6430,2123,63,77,0.04130768694209216
6431,2123,62,77,0.041277483811555986
6432,2123,63,76,0.04130768694208949
6433,2123,62,76,0.04127748381155332
6434,2123,63,75,0.0379642986934798
6435,2123,62,75,0.01718408330553398
6436,2123,63,74,0.006893962326006419
6437,2123,64,74,0.01033337801910916
6438,2124,65,82,0.04395279786956335
6439,2124,64,82,0.024524156996965474
6440,2124,65,81,0.04198775240369225
6441,2124,64,81,0.006599340989659805
6442,2124,65,80,0.03163182765618298
6443,2124,65,79,0.01656911740342621
6444,2124,65,78,0.0013499635793792022
6445,2125,65,73,0.016865927996151307
6446,2125,65,72,0.005277781495961898
6447,2126,59,129,0.001250454357606475
6448,2126,58,129,0.030701518075560638
6449,2126,59,128,8.255173567381684e-05
6450,2126,57,130,0.007081122988766047
6451,2126,56,130,0.016555003919172317
6452,2126,57,129,0.10417886963184009
6453,2126,56,129,0.15397013408814653
6454,2126,55,129,0.07112300996913805
6455,2126,56,128,0.15875761908936536
6456,2126,55,128,0.0762338451036637
6457,2126,56,127,0.05835720153447958
6458,2126,58,128,0.09162254334663619
6459,2126,57,128,0.15519573915283813
6460,2126,57,127,0.04857780253680007
6461,2126,55,127,0.026312584470239278
6462,2141,57,147,0.0021144804072085544
6463,2141,56,147,0.02420813610879734
6464,2141,55,147,0.00013109412160808108
6465,2141,56,146,0.0694831008860296
6466,2141,54,147,0.0008639442463360073
6467,2141,55,146,0.06324453968346118
6468,2141,56,145,0.05818482354581378
6469,2141,54,146,0.06416132303326352
6470,2141,55,145,0.08094641652566543
6471,2141,53,146,0.02143473593807605
6472,2141,52,146,0.017507421373349506
6473,2141,53,145,0.07203046261282947
6474,2141,52,145,0.042255225943838425
6475,2141,52,144,0.01438748335638235
6476,2141,56,144,0.023573380541995207
6477,2141,54,145,0.08088652847058883
6478,2141,55,144,0.07875582209526372
6479,2141,54,144,0.08088652847059902
6480,2141,55,143,0.03228251234000112
6481,2141,53,144,0.08044058550252109
6482,2141,54,143,0.06659544585357828
6483,2141,53,143,0.010933253885107883
6484,2141,54,142,0.014687779740608961
6485,2141,52,143,4.975317118196056e-06
6486,2359,62,80,1.0
6487,2361,63,92,0.023745627067530875
6488,2361,63,91,0.07454481544430784
6489,2361,64,92,0.02151947699171064
6490,2361,64,91,0.1251837384259611
6491,2361,64,90,0.10373932478626982
6492,2361,64,89,0.04703917526200757
6493,2361,64,88,0.001848335566965852
6494,2361,63,90,0.01520834997118294
6495,2362,55,98,0.001432007227294073
6496,2362,54,98,0.022318982155289616
6497,2362,55,97,0.040974067605644586
6498,2362,54,97,0.1915248850115359
6499,2362,55,96,0.18301041946270807
6500,2362,54,96,0.2952363111280562
6501,2362,54,95,0.16583461459085524
6502,2362,55,95,0.09966871281867958
6503,2363,50,93,0.023069609248089526
6504,2363,49,93,0.05142151548488706
6505,2363,50,92,0.02511940926774403
6506,2363,49,92,0.08712801990197357
6507,2363,50,91,0.0003580855049898121
6508,2363,49,91,0.08037457234963732
6509,2363,50,90,0.020097148139813482
6510,2363,49,90,0.08714438268695125
6511,2363,48,94,7.006160834247595e-05
6512,2363,48,93,0.04490221470800118
6513,2363,47,93,0.00820782597882403
6514,2363,48,92,0.08538785679401804
6515,2363,47,92,0.0331882922109469
6516,2363,48,91,0.08707933614488185
6517,2363,47,91,0.07379941757443437
6518,2363,46,91,0.0007281654166308915
6519,2363,47,90,0.057638666043135355
6520,2363,46,90,0.003507776154215629
6521,2363,47,89,0.006309623529728366
6522,2363,48,90,0.08707933614488074
6523,2363,50,89,0.0001752281434764591
6524,2363,49,89,0.036215094186396124
6525,2363,48,89,0.08099300717838379
6526,2363,48,88,0.020005355599637797
6527,2364,48,102,0.02975187599350539
6528,2364,48,101,0.05371528060519999
6529,2364,50,102,0.0003386577438010741
6530,2364,49,102,0.025773186313137127
6531,2364,51,101,0.008288046928896845
6532,2364,50,101,0.05247517884647211
6533,2364,49,101,0.0675325409206965
6534,2364,50,100,0.0641326201144502
6535,2364,49,100,0.06753254092070296
6536,2364,50,99,0.05299245428807669
6537,2364,47,101,0.00036713475551026847
6538,2364,48,100,0.06748213310174146
6539,2364,47,100,0.048082108443512246
6540,2364,46,100,4.002796028007427e-05
6541,2364,47,99,0.04839749340127569
6542,2364,46,99,0.00012475266012050413
6543,2364,47,98,0.02328457360832745
6544,2364,49,99,0.06753254092070235
6545,2364,48,99,0.06748213310175707
6546,2364,50,98,0.025651540616587507
6547,2364,49,98,0.06753254092069796
6548,2364,48,98,0.06748213310175048
6549,2364,49,97,0.024254576610223583
6550,2364,48,97,0.05520217373247758
6551,2364,48,96,6.518608128191827e-05
6552,2364,50,97,0.002392049193926442
6553,2364,51,100,0.010603461740829137
6554,2364,47,97,0.0014910573740633244
6555,2366,44,102,0.023876764566720308
6556,2366,44,101,0.06178610410169503
6557,2366,44,100,0.03424390820930085
6558,2366,44,99,0.004888354708391515
6559,2404,63,120,0.03761306792894711
6560,2404,62,120,0.04345012644626359
6561,2404,63,119,0.2420614135845629
6562,2404,62,119,0.1475600845321422
6563,2404,63,118,0.15427168157490523
6564,2404,62,118,0.21164968131617007
6565,2404,63,117,0.03586227523568957
6566,2404,62,117,0.12753166938131752
6567,2405,64,135,0.0014889417184848737
6568,2405,63,131,0.0002628178840106843
6569,2405,64,134,0.020100556423470122
6570,2405,63,132,3.7582906630796805e-05
6571,2405,64,133,0.048005363594325313
6572,2405,64,132,0.0981503582247547
6573,2405,64,131,0.0329129199634049
6574,2409,64,128,0.0069250409404735406
6575,2409,63,128,0.00031986997658313264
6576,2409,64,127,0.11146382336157613
6577,2409,63,127,0.06378105968452058
6578,2409,62,127,0.03561684770621252
6579,2409,64,126,0.11796549276156539
6580,2409,63,126,0.11787936642545996
6581,2409,62,126,0.06601698478150135
6582,2409,63,125,0.09541483826340653
6583,2409,62,125,0.08774780361990801
6584,2409,63,124,0.00014239282745598044
6585,2409,62,124,0.016967248794790477
6586,2409,64,125,0.08333747139838815
6587,2410,63,125,0.016574797686448685
6588,2410,63,124,0.08522298211000312
6589,2410,62,124,0.009131100131092577
6590,2410,64,125,0.025549276808090316
6591,2410,64,124,0.08703740236143168
6592,2410,64,123,0.08703740236145895
6593,2410,64,122,0.04182432427846797
6594,2410,63,122,0.001040995331685584
6595,2410,63,123,0.08278957766730151
6596,2410,62,123,0.0038000023279085604
6597,2411,64,144,0.015454541081332136
6598,2411,64,143,0.001094501015313647
6599,2413,64,150,0.027892400993704852
6600,2413,63,150,0.02131954537681373
6601,2413,63,149,0.10534073202326304
6602,2413,62,149,0.03945963923449105
6603,2413,63,148,0.12869889031978188
6604,2413,64,149,0.12595734943764336
6605,2413,64,148,0.05493309092386681
6606,2413,64,147,0.00020163104024420765
6607,2413,63,146,0.0027028145122261946
6608,2413,62,148,0.10628835064451686
6609,2413,63,147,0.08072251312824191
6610,2413,61,148,0.0004051271915892925
6611,2413,62,147,0.12773413566967257
6612,2413,61,147,0.03053563780500895
6613,2413,62,146,0.06516641322737049
6614,2413,61,146,0.0436075724848432
6615,2413,62,145,0.006811428362746541
6616,2413,61,145,0.016246891373387116
6617,2414,53,117,0.13199638786183346
6618,2414,52,116,0.0029511990377034465
6619,2414,54,117,0.07409625403738224
6620,2414,54,116,0.07675739644494499
6621,2414,53,116,0.6014704812729341
6622,2414,54,115,0.0007187155422737156
6623,2414,53,115,0.11200956580292974
6624,2415,51,118,1.612344072881445e-07
6625,2415,51,117,0.010388311646530002
6626,2415,52,116,0.016358084398468826
6627,2415,51,116,0.04568698144419503
6628,2415,52,115,0.0049060371553226985
6629,2415,51,115,0.051065685692860685
6630,2415,50,115,0.06253525090885917
6631,2415,51,114,0.00457970432280447
6632,2415,50,114,0.04298923560799381
6633,2415,50,113,0.015146771013015856
6634,2415,50,116,0.06253525090888436
6635,2415,49,116,0.062488641965124714
6636,2415,48,116,0.03571193118873873
6637,2415,49,115,0.0624886419651291
6638,2415,48,115,0.04029172233151716
6639,2415,49,114,0.035082624201326844
6640,2415,48,114,0.0032544285449669624
6641,2415,49,113,2.4122729939927933e-05
6642,2415,48,120,0.003248334896313548
6643,2415,48,119,0.0591235993401128
6644,2415,47,119,0.005076046355524228
6645,2415,49,120,9.365921640070822e-05
6646,2415,50,119,0.015728303604482824
6647,2415,49,119,0.048422696467189955
6648,2415,50,118,0.046511356887258215
6649,2415,49,118,0.06248864196512736
6650,2415,48,118,0.047271505074639425
6651,2415,50,117,0.06253525090888103
6652,2415,49,117,0.06248864196513349
6653,2415,48,117,0.031478376058884594
6654,2416,46,126,0.02403202195517838
6655,2416,45,126,0.08997206163900451
6656,2416,44,126,0.07506323178005671
6657,2416,46,125,0.009523575443104412
6658,2416,45,125,0.12667757969442295
6659,2416,44,125,0.13201546937343803
6660,2416,45,124,0.09176883275422257
6661,2416,44,124,0.13201546937341624
6662,2416,45,123,0.01609358024288659
6663,2416,44,123,0.1242481097785188
6664,2416,44,122,0.06092417305633782
6665,2442,61,111,0.049663639180853376
6666,2442,60,111,0.019175468822458408
6667,2442,61,110,0.06431475149520911
6668,2442,60,110,0.22238726052143498
6669,2442,61,109,0.0053797359319585625
6670,2442,60,109,0.03909835192573529
6671,2442,59,109,0.06985916542359151
6672,2442,60,108,0.0009308212477681495
6673,2442,59,108,0.2723031330686503
6674,2442,58,108,0.00047047249261527164
6675,2442,60,107,0.022343569266188495
6676,2442,59,107,0.19545578365140706
6677,2442,59,106,0.009289565488699197
6678,2442,58,107,0.029328281483429326
6679,2443,64,109,0.012792491068829362
6680,2443,64,108,0.003213767381082922
6681,2443,64,107,0.061327393033521985
6682,2443,64,106,0.1371680020349083
6683,2443,64,105,0.15556128801074576
6684,2443,64,104,0.017844186491421898
6685,2444,60,110,0.01793969546561927
6686,2444,61,109,0.05408212588437947
6687,2444,60,109,0.43062092002360075
6688,2444,59,109,0.024620545516669767
6689,2444,60,108,0.368549772853606
6690,2444,59,108,0.05715566574709922
6691,2444,60,107,0.047031274509026784
6692,2445,64,101,3.919484780335498e-06
6693,2445,64,100,0.0544696840368259
6694,2446,59,108,0.00953129002867875
6695,2446,58,108,0.09159686601209428
6696,2446,59,107,0.0007955083417718418
6697,2446,59,106,0.0031887848188372715
6698,2446,58,106,0.22139720462327936
6699,2446,58,105,0.04870872440364275
6700,2446,58,107,0.23546309064647392
6701,2446,57,107,0.05758579706483369
6702,2446,57,106,0.21506625801086215
6703,2446,57,105,0.11148811272146376
6704,2446,57,104,0.005178363328045687
6705,2447,58,105,0.0001489749102231009
6706,2447,58,104,0.1192557729487035
6707,2447,57,105,0.01702663327667521
6708,2447,57,104,0.31719838336837947
6709,2447,58,103,0.011722557242769686
6710,2447,57,102,0.011286413099299767
6711,2447,56,104,0.02949687743783632
6712,2447,57,103,0.2688144272023646
6713,2447,56,103,0.18380882144120866
6714,2447,56,102,0.04124113907229738
6715,2448,60,112,0.03230307368121273
6716,2448,60,113,0.009040220388036658
6717,2448,59,113,0.001270116885256823
6718,2448,59,112,0.05838751538784894
6719,2448,60,111,0.03307947913999469
6720,2448,60,110,0.030784179788676428
6721,2448,60,109,0.002096912325862084
6722,2448,59,109,0.08869500261258857
6723,2448,59,108,0.003522212584770742
6724,2448,58,112,0.01739395867651305
6725,2448,59,111,0.11978828151755166
6726,2448,58,111,0.10504343675053576
6727,2448,57,111,0.04738295927698703
6728,2448,59,110,0.11978828151748659
6729,2448,58,110,0.11970017744398113
6730,2448,57,110,0.08837368121923384
6731,2448,58,109,0.07741161087021542
6732,2448,57,109,0.04568261805575671
6733,2448,58,108,0.00025628187748202386
6734,2449,60,116,0.06444519542849765
6735,2449,61,115,0.0012342700472307182
6736,2449,61,114,0.033717446331729996
6737,2449,61,113,0.0593127501138814
6738,2449,61,112,0.047482019294071885
6739,2449,60,112,0.09937209759023378
6740,2449,60,115,0.132103158365778
6741,2449,59,115,0.033300883042222895
6742,2449,60,114,0.1360274039523195
6743,2449,59,114,0.053929037214706085
6744,2449,60,113,0.12576918359916228
6745,2449,59,113,0.07584827376689181
6746,2449,59,112,0.011744115269960342
6747,2449,61,111,0.03041221147246306
6748,2449,60,111,0.09060728988856297
6749,2449,60,110,0.004694664622262001
6750,2450,61,110,0.0015296691940781283
6751,2450,61,109,0.055812360652744634
6752,2450,61,108,0.03553218105610402
6753,2450,62,110,0.005124737418578144
6754,2450,62,109,0.0942246095152103
6755,2450,63,108,0.066480420900129
6756,2450,62,108,0.11825049878281113
6757,2450,63,107,0.11895461901082734
6758,2450,62,107,0.11886764241750161
6759,2450,64,108,0.06173264091222348
6760,2450,64,107,0.06992810479389638
6761,2450,64,106,0.048248054135594666
6762,2450,64,105,4.244275136461791e-06
6763,2450,63,105,0.010952737426538477
6764,2450,61,107,0.027944517711359224
6765,2450,63,106,0.09014236349010236
6766,2450,62,106,0.07022803912694243
6767,2450,61,106,0.006042559180170594
6768,2451,64,106,0.003171178763032361
6769,2451,64,105,0.043164044461801165
6770,2451,63,105,0.10892373370992854
6771,2451,64,104,0.11152253368684607
6772,2451,63,104,0.0886339622456824
6773,2451,64,103,0.11997635398406428
6774,2451,63,103,0.0027655578381097787
6775,2451,63,106,0.029141804740986373
6776,2451,62,106,0.03489230592688869
6777,2451,62,105,0.0295333715338445
6778,2451,62,104,0.007493160210534298
6779,2451,64,102,0.08678398992296518
6780,2451,63,102,0.00016515551334018067
6781,2452,64,107,0.005320453026017261
6782,2452,64,106,0.0012409157248037409
6783,2453,47,114,0.032334221229614345
6784,2453,47,113,0.09240708193347028
6785,2453,47,112,0.05360364462901472
6786,2453,46,111,0.010169641417870207
6787,2453,47,117,0.010449411738084998
6788,2453,46,117,0.0053338251454409825
6789,2453,47,116,0.0126759710869234
6790,2453,46,116,0.06208962728863577
6791,2453,47,115,0.029575961606519825
6792,2453,46,115,0.12192421839848604
6793,2453,46,114,0.17309391862159895
6794,2453,45,114,0.01026093531220745
6795,2453,46,113,0.1814067763366512
6796,2453,45,113,0.06542845692715046
6797,2453,46,112,0.10279398493580212
6798,2453,45,112,0.036452323392524126
6799,2454,45,111,0.015078405873296676
6800,2454,44,111,0.00018328910010128853
6801,2454,45,110,0.36580687471185963
6802,2454,44,110,0.017439767528673197
6803,2454,45,109,0.45750501027654544
6804,2454,44,109,0.1334256727239665
6805,2454,44,108,0.0013882178787311987
6806,2454,45,108,0.009172761906827533
6807,2455,45,117,0.0550865525550517
6808,2455,46,116,0.002177536978855617
6809,2455,45,116,0.2527756583141874
6810,2455,44,116,0.04447093069934491
6811,2455,45,115,0.23800611450591502
6812,2455,44,115,0.09143982942997392
6813,2455,45,114,0.19305492995279902
6814,2455,44,114,0.0431482471386487
6815,2455,45,113,0.07910449960133759
6816,2455,44,113,0.000735700823886479
6817,2456,46,111,0.03270584800796935
6818,2456,46,110,0.0009520153671720054
6819,2456,47,117,0.010078752332540847
6820,2456,46,117,0.10632597667642943
6821,2456,45,117,0.006558047232379358
6822,2456,46,116,0.14263250374067157
6823,2456,45,116,0.020282450463065708
6824,2456,46,115,0.07585589341324542
6825,2456,45,115,0.03252616140725607
6826,2456,46,114,0.014771041901822454
6827,2456,45,114,0.05591841160188589
6828,2456,45,113,0.06316157036192997
6829,2456,46,112,0.011775546007893769
6830,2456,45,112,0.1681905450896971
6831,2456,44,112,0.00421200981042755
6832,2456,45,111,0.18508089776913544
6833,2456,45,110,0.06897232881641344
6834,2461,44,115,0.00047604300574962993
6835,2461,44,114,0.001353963518897931
6836,2461,44,113,0.0009928844978993607
6837,1182,86,46,0.006878861889186571
6838,1182,86,45,0.029084892122248275
6839,1182,86,44,0.0016665092070771643
6840,1182,86,43,0.0001448145660940563
6841,1193,86,52,0.006046454819808397
6842,1193,86,51,0.051455701458174866
6843,1198,86,44,0.002511908008384118
6844,1198,86,43,0.0645729119354805
6845,1198,85,43,0.008680731049463422
6846,1198,86,42,0.07739976920719183
6847,1198,85,42,0.054190270532446225
6848,1198,86,41,0.07739976920725926
6849,1198,85,41,0.07730447987653347
6850,1198,84,41,0.02478107025825213
6851,1198,86,40,0.07739976920718444
6852,1198,85,40,0.07734506256026216
6853,1198,84,40,0.07187630152378656
6854,1198,86,39,0.020737243710987237
6855,1198,83,40,7.858283091329889e-07
6856,1198,85,39,0.032813800328167796
6857,1198,84,39,0.031090394664327003
6858,1199,86,47,0.0345675953736771
6859,1199,85,47,0.10428223550790858
6860,1199,86,46,0.137571466803732
6861,1199,85,46,0.2538804779552487
6862,1199,86,45,0.24764356001556787
6863,1199,85,45,0.08704870268543625
6864,1199,86,44,0.05934137411024025
6865,1200,86,57,0.00012716749475317368
6866,1200,86,56,0.004804877679805829
6867,1203,85,46,0.04743062602579321
6868,1203,86,45,0.03277815273543662
6869,1203,85,45,0.43535482621168864
6870,1203,86,44,0.2532057881484807
6871,1203,84,46,0.08404007200275643
6872,1203,84,45,0.12253205474068732
6873,1203,85,44,0.024658480135187746
6874,1205,86,56,0.040887462961114306
6875,1205,86,55,0.22386535891112996
6876,1205,85,55,0.0012006706934106844
6877,1205,86,54,0.17451829600162755
6878,1205,86,53,0.04783334277317905
6879,1244,81,38,0.005333187386238631
6880,1244,80,38,0.16347790183173128
6881,1244,80,37,0.5424589153508315
6882,1244,79,38,0.0009141568109889445
6883,1244,79,37,0.2878158386202093
6884,1245,86,78,0.04352665759285868
6885,1245,86,77,0.06681820394080298
6886,1245,86,76,0.13894814586876222
6887,1245,86,75,0.023109236258693076
6888,1246,86,75,0.0206870135584277
6889,1246,86,74,0.22396844715742337
6890,1246,85,74,0.000211838516361246
6891,1246,86,73,0.24045539774241306
6892,1246,85,73,0.07790608309081197
6893,1246,86,72,0.02186462877005811
6894,1246,85,72,0.06660298586539475
6895,1247,80,37,0.14364562055794866
6896,1247,79,37,0.19184162737433527
6897,1247,78,37,0.006766616396581692
6898,1247,78,36,0.05717317168994799
6899,1247,80,36,0.040355106052253405
6900,1247,79,36,0.5271255694290474
6901,1247,79,35,0.03309228849998341
6902,1248,86,76,0.017427471359370738
6903,1248,85,76,3.115309298415946e-05
6904,1248,86,75,0.6071513246033572
6905,1248,85,75,0.03199642539190966
6906,1248,86,74,0.10264074831478709
6907,1248,85,74,0.002571514061045454
6908,1249,81,54,0.16131347956527692
6909,1249,82,53,0.16814466941166006
6910,1249,81,53,0.5798450560872275
6911,1249,82,52,0.08013184615377153
6912,1249,81,52,0.01056494878214324
6913,1250,86,75,0.0006637119793190367
6914,1250,85,75,0.14759468114925617
6915,1250,86,74,0.06567796762795716
6916,1250,85,74,0.7860636392434661
6917,1251,86,74,0.12432242352984187
6918,1251,85,74,0.6750841761517286
6919,1251,85,73,0.200593400318427
6920,1252,79,39,0.038444590935795435
6921,1252,78,39,0.09095931066377505
6922,1252,79,38,0.4091490262679653
6923,1252,78,38,0.39528767567714995
6924,1252,77,38,0.01226941132617647
6925,1252,79,37,0.05388998512913668
6926,1253,79,38,0.23567080390200112
6927,1253,78,38,0.46631840279930603
6928,1253,77,38,0.01528236473276091
6929,1253,79,37,0.2674820923172725
6930,1253,78,37,0.015246336248657753
6931,1254,78,38,0.07133913282033255
6932,1254,77,38,0.06997831739151167
6933,1254,79,37,0.09248274777672072
6934,1254,78,37,0.6429996481578212
6935,1254,77,37,0.10228994107150817
6936,1254,78,36,0.020910212782187236
6937,1255,77,39,0.023323271146187628
6938,1255,77,38,0.9766767288538111
6939,1256,79,41,0.05280925868234513
6940,1256,78,41,0.014382407860807826
6941,1256,79,40,0.1268524454771782
6942,1256,78,40,0.2247667858745279
6943,1256,79,39,0.24114090221229928
6944,1256,78,39,0.2542026773501645
6945,1256,77,39,0.04696938824176182
6946,1256,79,38,0.007601597916646281
6947,1256,78,38,0.014801231217017265
6948,1256,77,38,0.008507131796413376
6949,1256,77,40,0.007966173370838105
6950,1257,85,78,0.08597087511128788
6951,1257,85,77,0.34681250123907603
6952,1257,86,78,0.1455842791135822
6953,1257,86,77,0.27265615692451955
6954,1257,86,76,0.07263058545981603
6955,1257,85,76,0.02122999837407852
6956,1257,84,77,0.0441716042078642
6957,1257,84,76,0.010943999569717845
6958,1258,85,79,0.15365901153148862
6959,1258,84,79,0.04869221749568055
6960,1258,85,78,0.3596444115773788
6961,1258,84,78,0.19450174144269686
6962,1258,85,77,0.011559780051329318
6963,1258,86,79,0.03310873653823917
6964,1258,86,78,0.17783383103500075
6965,1258,84,77,0.02100027032824944
6966,1259,80,42,0.05668799164030254
6967,1259,79,42,0.1389460488636408
6968,1259,78,42,0.08145019439172613
6969,1259,79,41,1.7154240091079906e-05
6970,1259,78,41,0.21646072270916109
6971,1259,78,40,0.05457972809717239
6972,1259,78,39,0.00026641187058909575
6973,1259,80,44,0.004956238225099406
6974,1259,79,44,0.0003102564816872787
6975,1259,80,43,0.17147453342353713
6976,1259,79,43,0.01926329827456997
6977,1259,77,41,0.03669910049813295
6978,1259,77,39,0.06634279663101468
6979,1259,77,38,2.56405122809297e-05
6980,1259,77,40,0.15251988414090145
6981,1260,85,61,0.0001381971155518248
6982,1260,82,61,0.005830027841037153
6983,1260,80,60,0.0028905057353400174
6984,1260,84,61,0.0004570689876208104
6985,1260,85,60,0.03128147218082001
6986,1260,84,60,0.04962060072734833
6987,1260,83,60,0.037806233124719806
6988,1260,85,59,0.015902427970017403
6989,1260,84,59,0.05262848045445601
6990,1260,83,59,0.05259117250582676
6991,1260,84,58,0.05262848045446111
6992,1260,83,58,0.05259117250581782
6993,1260,82,60,0.050302342124517736
6994,1260,81,60,0.019410002024271206
6995,1260,82,59,0.052553836020635666
6996,1260,81,59,0.05251647101706101
6997,1260,80,59,0.029469232270876434
6998,1260,82,58,0.052553836020632565
6999,1260,81,58,0.05230082508323099
7000,1260,80,58,0.0038706077045009618
7001,1260,81,57,0.041052466470694465
7002,1260,84,57,0.052628480454476885
7003,1260,83,57,0.05259117250582761
7004,1260,82,57,0.05255383602064176
7005,1260,84,56,0.05055933628792033
7006,1260,83,56,0.010601643399970656
7007,1260,82,56,0.010803522272541385
7008,1260,81,56,0.012369704596425307
7009,1260,85,58,0.01486630775954148
7010,1260,85,57,0.02089508412394367
7011,1260,85,56,0.01064557824114516
7012,1260,85,55,0.0011436530128631124
7013,1260,84,55,0.0019462229852744992
7014,1261,81,66,0.06411035897869663
7015,1261,81,65,0.7833635890831043
7016,1261,81,64,0.15252605193820185
7017,1262,78,38,0.012029346035939387
7018,1262,77,38,0.2788136122328396
7019,1262,78,37,0.020867739981131072
7020,1262,77,37,0.20073950127646736
7021,1262,76,38,0.23752083918242675
7022,1262,75,38,0.0016359960891722872
7023,1262,76,37,0.24607863972647082
7024,1262,75,37,0.0023143254755502475
7025,1263,81,66,0.9807877577552297
7026,1263,80,66,0.019212242244772467
7027,1264,81,66,1.0
7028,1265,82,70,0.0396288128545281
7029,1265,81,70,0.007609978940221186
7030,1265,82,69,0.12261250425011808
7031,1265,81,69,0.39703445704545987
7032,1265,82,68,0.0063192889149385175
7033,1265,81,68,0.41649374464442296
7034,1265,81,67,0.010301213350403755
7035,1266,81,66,0.05695469793224119
7036,1266,80,66,0.010860477905401155
7037,1266,81,65,0.2143147877466075
7038,1266,80,65,0.47835322380657613
7039,1266,81,64,0.09522662368739795
7040,1266,80,64,0.14429018892177464
7041,1267,85,70,0.015698140624477445
7042,1267,84,70,0.0027174872166098947
7043,1267,85,69,0.04375059059798563
7044,1267,83,71,0.029089098377048928
7045,1267,82,71,0.006853919594168891
7046,1267,83,70,0.04344202430935043
7047,1267,82,70,0.04954490699865652
7048,1267,82,69,0.05422111973940741
7049,1267,86,68,0.00321628187252166
7050,1267,85,68,0.057458419059904925
7051,1267,85,67,0.023253183520260044
7052,1267,84,69,0.04764887816335123
7053,1267,83,69,0.056316090926114615
7054,1267,84,68,0.05882260978234525
7055,1267,83,68,0.05809825123605953
7056,1267,84,67,0.0403004297061667
7057,1267,83,67,0.04399664522882167
7058,1267,83,66,0.02943481996836194
7059,1267,82,66,0.05819541934158906
7060,1267,82,68,0.05908973575804143
7061,1267,81,68,0.01264610704843407
7062,1267,82,67,0.059354292818828015
7063,1267,81,67,0.0544847308376149
7064,1267,80,67,0.003526531014791484
7065,1267,81,66,0.044425367807761504
7066,1267,80,66,0.0004954125172421176
7067,1267,81,65,0.023454107145851822
7068,1267,82,65,0.020465398788293558
7069,1268,81,69,0.6027163973449119
7070,1268,81,68,0.3972836026550884
7071,1269,75,43,0.006012870413948229
7072,1269,76,43,0.03481801546725555
7073,1269,76,42,0.09578036392505404
7074,1269,76,41,0.14417259491372708
7075,1269,75,41,0.0007380027278836932
7076,1269,77,39,0.051049367490886455
7077,1269,77,38,0.046861293839518876
7078,1269,75,42,0.005870473356822852
7079,1269,76,40,0.1549333967394948
7080,1269,75,40,0.03275090200938028
7081,1269,76,39,0.19629695075238676
7082,1269,75,39,0.12005402802004962
7083,1269,76,38,0.10194906961811416
7084,1269,75,38,0.008712670725494628
7085,1270,81,69,0.0309005349685273
7086,1270,80,69,0.0604729584762321
7087,1270,80,68,0.245421284261745
7088,1270,79,67,0.0009354198737134763
7089,1270,81,68,0.10408474256080408
7090,1270,81,67,0.02976703853816993
7091,1270,80,67,0.34112538335226117
7092,1270,81,66,0.03268597829236981
7093,1270,80,66,0.1546066596761711
7094,1271,79,66,0.32743549041563885
7095,1271,79,65,0.1872417594093898
7096,1271,81,66,0.006183771246643138
7097,1271,80,66,0.10212133562757253
7098,1271,80,65,0.31294178725814853
7099,1271,80,64,0.06407585604260864
7100,1272,79,66,0.9999999999999998
7101,1273,79,42,0.011023801510359124
7102,1273,78,42,0.03958601131347921
7103,1273,78,41,0.0051160758676650885
7104,1273,77,46,0.024054608049620816
7105,1273,78,45,0.01793562468976214
7106,1273,77,45,0.053036286256830975
7107,1273,79,45,0.006741998959710426
7108,1273,80,44,0.000710416859869214
7109,1273,79,44,0.05330127171085127
7110,1273,79,43,0.053327297693775845
7111,1273,78,43,0.05745526966347418
7112,1273,76,46,0.011340255182556512
7113,1273,75,46,0.0012848403139284095
7114,1273,76,45,0.057373055775524436
7115,1273,75,45,0.04256208983243623
7116,1273,74,45,0.007775952581844796
7117,1273,75,44,0.05529719986178592
7118,1273,74,44,0.0035100667705432833
7119,1273,75,43,0.026590744699665766
7120,1273,78,44,0.057455269663491425
7121,1273,77,44,0.05741417830335965
7122,1273,76,44,0.05737305577549808
7123,1273,77,43,0.05741417830334797
7124,1273,76,43,0.04724708701388044
7125,1273,77,42,0.05741417830332349
