,nhru_v1_1,i,j,wght
23080,567,139,64,0.023271309255878118
23081,567,141,65,0.08698960586494425
23082,567,140,65,0.19219515971127285
23083,567,141,64,0.13360733295729163
23084,567,140,64,0.15257116002734286
23085,567,140,63,0.013499340864658314
23086,567,139,63,0.0036368067035431467
23087,567,142,64,0.0065170150796422625
23088,568,137,51,0.11188037434694008
23089,568,136,51,0.13271135786174185
23090,568,137,50,0.11821866399345904
23091,568,136,50,0.2921961674542901
23092,568,137,49,0.1178549483812445
23093,568,136,49,0.1845613965491126
23094,568,136,48,0.04257709141314109
23095,569,134,40,0.0031152738008615338
23096,569,134,39,0.12724454014401917
23097,569,133,39,0.01223574349868946
23098,569,135,39,0.07243276118799262
23099,569,135,38,0.1189021761992599
23100,569,136,37,0.0032756581275183044
23101,569,134,38,0.17273982450454292
23102,569,133,38,0.017664569753302044
23103,569,133,36,0.010892999608503762
23104,569,133,35,0.023260489270511244
23105,569,135,37,0.15036600553750348
23106,569,134,37,0.13897713867765965
23107,569,135,36,0.004519287728763746
23108,569,134,36,0.11841573663460342
23109,569,134,35,0.025957795326340932
23110,570,139,66,0.0995305155460479
23111,570,138,66,0.024511017763200894
23112,570,139,65,0.4283130525496525
23113,570,138,65,0.133369943214725
23114,570,139,64,0.21103540993569045
23115,570,138,64,0.027958388031298922
23116,570,139,63,0.07528167295938289
23117,571,139,66,0.6888926211859795
23118,571,138,66,0.31110737881402006
23119,572,134,28,0.05780528859419545
23120,572,131,28,0.03632809289791439
23121,572,131,27,0.06285734844547983
23122,572,134,29,0.03315497511518023
23123,572,133,29,0.019030934587383204
23124,572,132,29,0.005477988917452436
23125,572,133,28,0.27377527473843694
23126,572,132,28,0.2516855574626974
23127,572,133,27,0.0835637748703464
23128,572,132,27,0.1763207643710219
23129,573,137,58,0.24153504746284002
23130,573,137,57,0.7584649525371614
23131,574,137,58,0.36794138095075524
23132,574,137,57,0.62728912073675
23133,574,138,57,0.004769498312495272
23134,575,136,52,0.018736890258134523
23135,575,137,51,0.04827223352908272
23136,575,136,51,0.4863338531604282
23137,575,136,50,0.09569464664428996
23138,575,135,51,0.27915256252987447
23139,575,135,50,0.07180981387825655
23140,576,132,24,0.0015222562631032259
23141,576,131,24,0.022802106593786977
23142,576,132,23,0.09515275216418825
23143,576,131,23,0.13376120790869414
23144,576,130,23,0.003062753307234681
23145,576,132,22,0.16470030570113792
23146,576,131,22,0.17248804592498332
23147,576,133,23,0.010409855928880432
23148,576,133,22,0.006237586741956971
23149,576,132,21,0.09238495971621391
23150,576,132,20,0.02347594939120361
23151,576,130,22,0.09380009297788763
23152,576,131,21,0.14088824795428645
23153,576,130,21,0.008177138087520713
23154,576,131,20,0.031136299815505804
23155,576,131,19,4.4152341383423893e-07
23156,577,137,58,0.8565084652863038
23157,577,136,58,0.14349153471368983
23158,578,135,43,0.19904133352098966
23159,578,134,43,0.27279188647628266
23160,578,135,42,0.22930826377488744
23161,578,134,42,0.29472285575166585
23162,578,133,42,0.004135660476173585
23163,579,140,57,0.031213557928495728
23164,579,140,56,0.008783439552251643
23165,579,140,55,0.00010252614631158561
23166,579,140,58,0.007315659696502347
23167,579,139,59,0.0027334281282218264
23168,579,138,59,0.011854168425423755
23169,579,139,58,0.12643988129934863
23170,579,138,58,0.15187286510948755
23171,579,137,59,0.029293258374889667
23172,579,136,59,0.0015405176332836054
23173,579,137,58,0.10133171560573496
23174,579,137,57,0.0003158468965002514
23175,579,139,57,0.1614784094768947
23176,579,138,57,0.11822279685249976
23177,579,139,56,0.14963999637648362
23178,579,138,56,0.05611084504360928
23179,579,139,55,0.03888558695889583
23180,579,138,55,0.0028655004951212617
23181,580,137,58,0.22887508409290452
23182,580,136,58,0.7711249159071016
23183,581,137,60,0.017094539090367088
23184,581,140,58,0.04328304270997364
23185,581,139,60,0.031951970416673775
23186,581,138,60,0.015753044956314195
23187,581,140,59,0.030471463553332905
23188,581,139,59,0.28329917637918667
23189,581,138,59,0.29931044147522345
23190,581,139,58,0.07203072375345206
23191,581,138,58,0.019530662287800243
23192,581,137,59,0.18299653453096307
23193,581,136,59,0.0017072337153043993
23194,581,137,58,0.0025711671313526172
23195,582,139,63,0.1152160696120054
23196,582,139,62,0.08787994592227624
23197,582,138,63,0.1643325949833728
23198,582,137,63,0.002209967855220589
23199,582,138,62,0.43536181888405934
23200,582,137,62,0.1129818400943154
23201,582,138,61,0.08037337147564522
23202,582,139,61,0.0016443911731296157
23203,583,134,40,0.06388710632834924
23204,583,133,40,0.23523293982866797
23205,583,134,39,0.05082905554812861
23206,583,133,39,0.5486106701952964
23207,583,133,38,0.10144022809962863
23208,584,137,59,0.001952906537039711
23209,584,136,59,0.2510521040239531
23210,584,137,58,0.20888588836409358
23211,584,136,58,0.5381091010748831
23212,585,137,57,0.007489579351426984
23213,585,138,56,0.0035094406030373062
23214,585,137,56,0.07139970325206059
23215,585,138,55,0.05486440635926578
23216,585,137,55,0.10750935649462637
23217,585,138,54,0.11501415225345285
23218,585,137,54,0.1789772983673478
23219,585,136,55,0.0016670799646175277
23220,585,136,54,0.1356514091782177
23221,585,135,54,0.006591224158700152
23222,585,138,53,0.07197244027285422
23223,585,137,53,0.15865149183589614
23224,585,136,53,0.02784416551997943
23225,585,138,52,0.04433618950874306
23226,585,137,52,0.014522062879773675
23227,586,133,33,0.18904985837390859
23228,586,133,35,0.02889025868124468
23229,586,133,34,0.35048470938656223
23230,586,132,34,0.3405558084622769
23231,586,131,34,0.01791431938049496
23232,586,132,33,0.07310504571566752
23233,587,133,30,0.03249805169398602
23234,587,132,30,0.09482733406535959
23235,587,131,30,0.016504680662426684
23236,587,131,29,0.15217347259068814
23237,587,131,28,0.19342619707535855
23238,587,130,28,0.0149387649759324
23239,587,131,27,0.00010900107969632113
23240,587,134,29,0.02844919239673738
23241,587,133,29,0.20872741506913012
23242,587,132,29,0.234001877162438
23243,587,133,28,0.0005272057317342422
23244,587,132,28,0.023816807496545384
23245,588,133,39,0.005675256826954843
23246,588,132,39,0.0016094057484145957
23247,588,133,38,0.8664812314364144
23248,588,132,38,0.12623410598821916
23249,589,136,50,0.016716217511007783
23250,589,134,49,0.040381353276877356
23251,589,134,48,0.10035928592680275
23252,589,135,50,0.0716921666153555
23253,589,136,49,0.13685501146708345
23254,589,135,49,0.2848528795718946
23255,589,136,48,0.03000888189327254
23256,589,135,48,0.2670695024510418
23257,589,135,47,0.04833170280648756
23258,589,134,47,0.003732998480140044
23259,590,136,58,0.793976743997926
23260,590,136,57,0.20602325600207574
23261,591,138,66,0.03145028387611473
23262,591,138,65,0.1611204821463367
23263,591,139,64,0.016498563950151025
23264,591,138,64,0.2705783629026522
23265,591,137,64,0.08456060781062459
23266,591,139,63,0.010589256683205147
23267,591,138,63,0.18648261776083438
23268,591,137,63,0.18398454795665034
23269,591,138,62,0.001245224712230675
23270,591,137,62,0.0534900522013107
23271,592,132,41,0.017003458040305997
23272,592,134,41,0.03014132359732147
23273,592,133,41,0.11011073877640029
23274,592,134,40,0.38404705389723587
23275,592,133,40,0.33997416293504407
23276,592,134,39,0.07259102857108242
23277,592,135,40,0.024155194086199525
23278,592,132,40,0.02197704009629819
23279,593,132,41,0.004619384090463527
23280,593,134,42,0.21308952054143113
23281,593,133,42,0.10672089092708761
23282,593,134,41,0.362956925398496
23283,593,133,41,0.3120428858807974
23284,593,133,40,0.0005703931617689732
23285,594,131,27,0.0395271279706882
23286,594,130,27,0.0002999770679637517
23287,594,132,26,0.06832941877552597
23288,594,131,26,0.16318641387459826
23289,594,130,26,0.0910683900582697
23290,594,130,25,0.16319721093747924
23291,594,130,24,0.0926490530212738
23292,594,132,25,0.0494410557293678
23293,594,131,25,0.16851294973144018
23294,594,132,24,0.005228112036829399
23295,594,131,24,0.13767267145982046
23296,594,131,23,0.005655389816926696
23297,595,133,40,0.028322301991906083
23298,595,133,39,0.3311994194832525
23299,595,132,39,0.3267985552337319
23300,595,132,40,0.10209502204676753
23301,595,133,38,0.21158470124434148
23302,596,134,49,0.4016822365801813
23303,596,134,48,0.5982992374782825
23304,596,133,48,1.852594154109917e-05
23305,597,132,41,1.0
23306,598,136,58,0.01482240629931073
23307,598,136,57,0.5612341784635797
23308,598,135,57,0.4101583639470522
23309,598,136,56,0.007823281610262344
23310,598,135,56,0.005961769679793515
23311,599,133,33,0.07031177800939813
23312,599,133,32,0.1305731974135502
23313,599,133,31,0.00015899703364272025
23314,599,132,35,5.2532497964974415e-05
23315,599,130,34,3.153118157658879e-05
23316,599,130,33,0.0012836490462273449
23317,599,131,35,0.030961276503456064
23318,599,132,34,0.005193790517522104
23319,599,131,34,0.1853352881695547
23320,599,132,33,0.1883483254612095
23321,599,131,33,0.2068836309824815
23322,599,132,32,0.11224407865309953
23323,599,131,32,0.06862192453037293
23324,600,133,32,0.048842397229861056
23325,600,133,31,0.05035818486530932
23326,600,132,30,3.324481588934829e-07
23327,600,132,32,0.1293787941887544
23328,600,131,32,0.17958561003503812
23329,600,130,32,0.06585802770907258
23330,600,132,31,0.23287239894711928
23331,600,131,31,0.20193263270497702
23332,600,130,31,0.08703927383579795
23333,600,131,30,8.2369805185611e-05
23334,600,130,30,0.0040499782305420465
23335,601,132,41,0.14641298382137807
23336,601,133,40,0.03296866972062154
23337,601,132,40,0.8206183464578848
23338,602,134,49,0.0919810477390392
23339,602,134,48,0.18127111011275437
23340,602,133,48,0.614003951471795
23341,602,133,47,0.1127438906764049
23342,603,135,45,0.025535343193968545
23343,603,134,45,0.04457229421413232
23344,603,135,44,0.13117515536350643
23345,603,134,44,0.2516926589888461
23346,603,135,43,0.12105980467198363
23347,603,134,43,0.1385299110893708
23348,603,133,43,0.12355413687876744
23349,603,133,44,0.12299813187372324
23350,603,132,44,0.028058210993445628
23351,603,132,43,0.007788869043120366
23352,603,134,42,0.004300282553408517
23353,603,133,42,0.0007352011357130764
23354,604,137,68,0.029618395801191272
23355,604,137,67,0.00023376085232980064
23356,604,139,69,0.0013268829936572198
23357,604,139,68,0.12479873334716082
23358,604,138,68,0.15400886781532752
23359,604,139,67,0.23761607415234562
23360,604,138,67,0.3930043426124462
23361,604,139,66,0.022943579265697307
23362,604,138,66,0.036449363159843845
23363,605,132,41,0.9902193781953447
23364,605,131,41,0.00978062180465339
23365,606,136,59,0.20416078049915806
23366,606,135,59,0.2899956381619509
23367,606,137,58,0.000903775055022112
23368,606,136,58,0.31941758088219885
23369,606,135,58,0.18552222540164093
23370,607,134,43,0.002847241258915332
23371,607,133,43,0.20788980882721672
23372,607,132,43,0.14822312047528816
23373,607,132,42,0.2402003360162485
23374,607,132,41,0.030937082024518982
23375,607,133,42,0.31000110572831263
23376,607,133,41,0.059901305669629264
23377,608,131,37,0.0011045712077737194
23378,608,130,36,0.0061240600303343225
23379,608,134,38,0.0009023367156226363
23380,608,133,38,0.0074852643136407
23381,608,133,37,0.18069649497173543
23382,608,132,37,0.07745435465699367
23383,608,133,36,0.22087523752892546
23384,608,132,36,0.23245893530938128
23385,608,131,36,0.11576566919429529
23386,608,133,35,0.06776162565263172
23387,608,132,35,0.017812216083246755
23388,608,134,37,0.04682303504123948
23389,608,134,36,0.0031362225874019788
23390,608,131,35,0.021599976706918086
23391,609,137,68,0.1923350876232745
23392,609,137,67,0.47942553905032254
23393,609,136,67,0.05401395635351146
23394,609,137,66,0.1942819971955936
23395,609,136,66,0.009740999967313724
23396,609,138,68,0.0006308782612851783
23397,609,138,67,0.03623449826873021
23398,609,138,66,0.03333704327996662
23399,610,137,66,0.17279074718571436
23400,610,136,66,0.05451075533213455
23401,610,136,65,0.06519461486611282
23402,610,138,67,0.020077388830119197
23403,610,138,66,0.1997823568642984
23404,610,138,65,0.08419865687822141
23405,610,137,65,0.28802494966610975
23406,610,138,64,0.014707966460831258
23407,610,137,64,0.10071256391643979
23408,611,132,42,0.597062178984371
23409,611,131,42,0.07559496913583533
23410,611,132,41,0.32168717259425456
23411,611,131,41,0.005655679285537676
23412,612,132,41,0.4140625569052508
23413,612,131,41,0.040357120692393396
23414,612,132,40,0.22096613383639724
23415,612,131,40,0.32461418856544266
23416,613,131,42,0.0023124066558949698
23417,613,132,41,0.6207203304794322
23418,613,131,41,0.3769672628646698
23419,614,134,55,0.005406437950656565
23420,614,136,54,0.019357188244082522
23421,614,135,54,0.0766630456856015
23422,614,134,54,0.13046056585058227
23423,614,135,53,0.20255242301585455
23424,614,134,53,0.11297723264899742
23425,614,135,52,0.06464103579900352
23426,614,137,53,0.023033360233899312
23427,614,136,53,0.17113226910914228
23428,614,137,52,0.11648155540156516
23429,614,136,52,0.06869644388475513
23430,614,137,51,0.004287283450385658
23431,614,134,52,0.0043111587254394445
23432,615,131,38,0.045742380501293374
23433,615,131,37,0.29639262677135814
23434,615,130,37,0.025806420427839094
23435,615,130,36,0.033192692590866324
23436,615,133,38,0.05959839492143241
23437,615,132,38,0.12375500155944276
23438,615,133,37,0.07166131999876697
23439,615,132,37,0.20599025105018443
23440,615,132,36,0.0007964458379589698
23441,615,131,36,0.137064466340954
23442,616,130,33,0.0016668530577822942
23443,616,131,33,0.000413015206024415
23444,616,131,32,0.009062302170893813
23445,616,130,32,0.5413212344982693
23446,616,130,31,0.2861614787852833
23447,617,130,31,0.3470130326965105
23448,617,130,30,0.12153759475135915
23449,618,132,41,0.2930673274153971
23450,618,131,41,0.7069326725846026
23451,619,136,50,0.002531221711942669
23452,619,134,50,0.02671183540346094
23453,619,133,50,1.1189989509804356e-06
23454,619,134,49,0.1938332579917966
23455,619,133,49,0.203797304803209
23456,619,134,48,0.0009733123932088116
23457,619,135,50,0.12302523325526306
23458,619,135,49,0.0003500911315854101
23459,619,132,49,0.0009788241717434436
23460,619,133,48,0.2185462299075753
23461,619,132,48,0.07864312413506207
23462,619,133,47,0.06974884166845768
23463,619,132,47,0.08085960442776298
23464,620,136,69,0.01757901613618733
23465,620,137,68,0.19196318669523274
23466,620,136,68,0.6309271403459976
23467,620,137,67,0.0016914004359525735
23468,620,136,67,0.15783925638663193
23469,621,133,32,0.0004917018328752458
23470,621,133,31,0.07248635255136499
23471,621,134,30,0.00019540269231905005
23472,621,133,30,0.07053761310627707
23473,621,132,30,0.091184252763925
23474,621,132,31,0.020182533294944655
23475,621,131,31,0.037502233607309435
23476,621,131,30,0.14068538428203725
23477,621,130,30,0.12847375720412943
23478,621,131,29,0.05473389767192036
23479,621,130,29,0.15080091275581958
23480,621,131,28,0.001540488451274327
23481,621,130,28,0.08590303365721169
23482,621,134,29,0.0059427629944077895
23483,621,133,29,0.007131498015469611
23484,622,130,34,0.24720584216249786
23485,622,130,33,0.42593263194570624
23486,622,131,34,0.038470512508947986
23487,622,131,33,0.01856094535540913
23488,622,131,32,0.0020682830606641002
23489,622,130,32,0.0873820027787191
23490,624,131,21,0.003025308563498193
23491,624,130,21,0.04372405454342692
23492,624,131,20,0.05587330205266104
23493,624,130,20,0.08850427031120399
23494,624,131,19,0.0277935129206926
23495,624,130,19,0.08412257798674339
23496,624,130,18,0.0057905384903990135
23497,625,130,22,0.0875819118989688
23498,625,131,21,0.03534226820607094
23499,625,130,21,0.1086602517471668
23500,625,131,20,0.028696799104983132
23501,628,131,27,0.03331456507222738
23502,628,130,27,0.017224198150732648
23503,628,133,27,0.001471452543073856
23504,628,132,27,0.041570533184763225
23505,628,133,26,0.005876284279636011
23506,628,132,26,0.04235804783198042
23507,628,131,26,0.003565731459071009
23508,628,130,26,0.049062329833994583
23509,628,130,25,0.003483892962016274
23510,628,130,24,0.05071079480174873
23511,628,131,24,0.0006029424632294477
23512,628,131,23,0.021541494563522362
23513,628,130,23,0.11072960930286259
23514,628,130,22,0.009723473723772214
23515,629,132,52,0.0032398088632013514
23516,629,132,51,0.0010281370362503666
23517,629,133,53,0.00013140345017686845
23518,629,134,53,0.054117953124067
23519,629,134,52,0.08755034185346959
23520,629,133,52,0.6933199013534299
23521,629,133,51,0.16061245431962426
23522,630,132,50,0.020465545263433093
23523,630,134,53,0.018352621304851522
23524,630,135,52,0.08836416762542257
23525,630,137,52,0.001530215465729618
23526,630,136,52,0.08307462289330378
23527,630,137,51,0.009317916261078169
23528,630,136,51,0.009209780961423553
23529,630,134,52,0.11969595659617079
23530,630,133,52,0.028712750439206076
23531,630,135,51,0.08841769365959576
23532,630,134,51,0.12969638299922429
23533,630,133,51,0.08861152893401199
23534,630,134,50,0.11820090279837871
23535,630,133,50,0.12889890023198305
23536,630,134,49,0.0005872941506548118
23537,630,133,49,0.025961460318809245
23538,630,135,50,0.033571319223441955
23539,630,132,49,0.007330940873321513
23540,631,137,67,0.00010473037184774439
23541,631,136,67,0.18451741177648415
23542,631,135,67,0.004345727885694673
23543,631,137,66,0.013950961710277874
23544,631,136,66,0.4667473861775744
23545,631,135,66,0.2793084380998511
23546,631,136,65,0.04336615337826149
23547,631,135,65,0.007659190600006466
23548,632,137,62,0.04524085261675564
23549,632,136,62,0.26612274845662537
23550,632,137,61,0.12461704078915253
23551,632,136,61,0.15211696313718479
23552,632,137,60,0.08321842475473633
23553,632,136,60,0.014009991160122666
23554,632,136,63,0.004398196948606903
23555,632,135,63,0.009460027908462995
23556,632,134,63,0.00046124576122951046
23557,632,135,62,0.25019613459903534
23558,632,134,62,0.03965199744746161
23559,632,135,61,0.010506376420570755
23560,633,132,52,0.43274208113984164
23561,633,133,53,0.06106048782282721
23562,633,134,53,0.04224016927054903
23563,633,133,52,0.46395726176694796
23564,634,131,43,0.0354883750937825
23565,634,131,42,0.3599744247384177
23566,634,131,41,0.019625492434949834
23567,634,130,41,0.003805341055824172
23568,634,130,43,0.16323696815675276
23569,634,130,42,0.41786939852033733
23570,635,136,68,0.01273895026234583
23571,635,134,67,0.03953765920730768
23572,635,134,66,0.04542906095888293
23573,635,136,67,0.1920555331967428
23574,635,135,67,0.24981207422911705
23575,635,136,66,0.00816521505749943
23576,635,135,66,0.178536936856405
23577,635,136,65,0.022583461357722965
23578,635,135,65,0.25080029288842365
23579,635,135,64,0.0003408159855536927
23580,636,132,53,0.40543572669946104
23581,636,132,52,0.21896514975397088
23582,636,132,54,0.006539385739113367
23583,636,133,53,0.2883343048429283
23584,636,134,53,0.01493316955625735
23585,636,133,52,0.06579226340822988
23586,637,132,53,0.05764564919948196
23587,637,133,54,0.2700678001331098
23588,637,132,54,0.14034631789727725
23589,637,133,53,0.3083722352191878
23590,637,134,54,0.09555922765958824
23591,637,134,53,0.12800876989139623
23592,638,132,53,0.7466867704349966
23593,638,131,53,0.1867113469971685
23594,638,132,54,0.05455229697041715
23595,638,131,54,0.012049585597423966
23596,639,132,54,0.929438102928279
23597,639,131,54,0.07056189707164948
23598,640,134,67,0.4488881587920702
23599,640,134,66,0.5511118412079294
23600,642,132,53,0.07513281841357196
23601,642,131,53,0.8614525951305442
23602,642,132,54,0.010290999567207705
23603,642,131,54,0.053123586888678645
23604,643,132,60,0.015469376205978996
23605,643,132,59,0.0019962609412679613
23606,643,135,60,0.08375787490510143
23607,643,134,60,0.14450397130629666
23608,643,133,60,0.12093003357569289
23609,643,134,59,0.14488427914703197
23610,643,133,59,0.09528698525051207
23611,643,134,58,0.12749488691510388
23612,643,133,58,0.04222679693663829
23613,643,134,57,0.01638622854166601
23614,643,136,60,0.018982977420527267
23615,643,134,61,0.01264113598944394
23616,643,133,61,0.0012995376490697807
23617,643,136,59,0.06368775560388858
23618,643,135,59,0.0791313424216912
23619,643,135,58,0.031320557190097104
23620,644,132,61,0.0004463071906086254
23621,644,132,60,0.02137192797452395
23622,644,135,60,0.14981251026807912
23623,644,134,60,0.0009306315582888843
23624,644,133,60,0.05838373591200941
23625,644,136,61,0.002069643711836328
23626,644,137,60,0.08592953437426162
23627,644,136,60,0.11855491032351248
23628,644,135,61,0.15884264337724618
23629,644,134,61,0.12651431995190054
23630,644,133,61,0.1153401484173106
23631,644,137,59,0.09448985767821443
23632,644,136,59,0.06731382926231974
23633,645,133,64,0.17173587732624163
23634,645,133,63,0.41485639182828077
23635,645,134,63,0.33528458268880557
23636,645,134,62,0.07812314815667197
23637,646,131,46,0.05285830209391381
23638,646,130,46,0.015078237477051792
23639,646,130,45,0.17653576431155285
23640,646,132,46,0.005280053590487647
23641,646,133,45,0.002285576951087884
23642,646,132,45,0.13388855283409712
23643,646,131,45,0.19674732023485597
23644,646,132,44,0.16017948418146666
23645,646,131,44,0.04855981600254351
23646,646,132,43,0.11375528908210526
23647,646,131,43,0.017408166267728266
23648,646,132,42,0.012221315372906919
23649,646,131,42,0.03794741865438661
23650,646,131,41,0.0015625859779549883
23651,647,130,45,0.025353427792544965
23652,647,131,45,0.005409528901088037
23653,647,132,44,0.023583149774850817
23654,647,131,44,0.1749221342124309
23655,647,132,43,0.015557874987782485
23656,647,131,43,0.1988633707040986
23657,647,131,42,0.08498842912341825
23658,647,131,41,0.00027950514451581895
23659,647,130,44,0.22608969374831997
23660,647,130,43,0.16822190117618702
23661,648,132,60,0.9999999999999998
23662,649,132,60,0.9261604091101157
23663,649,132,59,0.07383959088987989
23664,650,134,67,0.7739685507902471
23665,650,133,67,0.04329541307102766
23666,650,134,66,0.18273603613885275
23667,651,132,59,0.025355801472870438
23668,651,133,59,0.039131291626609645
23669,651,134,58,0.00025898228173157784
23670,651,133,58,0.08107542009462448
23671,651,132,58,0.06377222640935104
23672,651,134,57,0.038940140533018044
23673,651,133,57,0.11445574255085786
23674,651,131,57,0.0008236006583730454
23675,651,132,57,0.047430847775626755
23676,651,134,56,0.10187212128294455
23677,651,133,56,0.10916046375479153
23678,651,132,56,0.012628626960638026
23679,651,133,55,0.014436872652629617
23680,651,135,56,0.025024322004195333
23681,651,136,55,0.03224278390146476
23682,651,135,55,0.10199114254434055
23683,651,134,55,0.09581036896037634
23684,651,136,54,0.016739749364615107
23685,651,135,54,0.06700349607665082
23686,651,134,54,0.011845999094309938
23687,652,132,60,0.7238830220279606
23688,652,132,59,0.2761169779720361
23689,653,130,29,0.00020446900766601445
23690,654,132,61,0.7741790013002711
23691,654,132,60,0.22582099869973513
23692,655,130,54,0.016890133741636934
23693,655,131,53,0.006404976230916191
23694,655,131,54,0.9767048900274438
23695,656,131,37,1.4255771331184889e-05
23696,656,130,37,0.05231084959790049
23697,656,130,36,0.10173605230146995
23698,656,131,36,0.007208580051060448
23699,656,130,35,0.11752240476473273
23700,656,130,34,0.04983557389591398
23701,656,130,33,3.1102294848638494e-05
23702,656,131,35,0.0660333449381704
23703,656,131,34,0.0025684676407059476
23704,657,133,63,0.05457395788783265
23705,657,132,63,0.03603964031370327
23706,657,133,62,0.18375864079631754
23707,657,132,62,0.07450392045161411
23708,657,132,61,0.0037739735193327113
23709,657,136,61,0.1092351745918869
23710,657,136,60,0.09380928162844303
23711,657,134,63,0.00016082497629341133
23712,657,135,62,0.03153024358669273
23713,657,134,62,0.13942821282042644
23714,657,135,61,0.09877013422583404
23715,657,134,61,0.10480569770168573
23716,657,133,61,0.06961029750001008
23717,658,131,55,0.07169024627463673
23718,658,130,54,0.012466153659549485
23719,658,133,55,0.003997466812320639
23720,658,132,55,0.2593071578147261
23721,658,133,54,0.06505808443146693
23722,658,132,54,0.39955101560247547
23723,658,131,54,0.18792987540482559
23724,659,130,53,0.2207680777389866
23725,659,131,53,0.49339534197222806
23726,659,131,54,0.28583658028878367
23727,660,132,61,0.5497499455839566
23728,660,131,61,0.017510597359546007
23729,660,132,60,0.40689998839580777
23730,660,131,60,0.025839468660683998
23731,661,132,59,0.07651467802862626
23732,661,132,58,0.4164724725958707
23733,661,131,59,0.013601855445344412
23734,661,131,58,0.47387050068383424
23735,661,131,57,0.01725227423815382
23736,661,132,57,0.00228821900803798
23737,666,130,38,0.004115473065927816
23738,666,130,37,0.0153434062922653
23739,673,131,64,0.03716083696395921
23740,673,132,63,0.1694010745749758
23741,673,131,63,0.1743503917666102
23742,673,133,62,0.00851598299757564
23743,673,132,62,0.19841162172190607
23744,673,131,62,0.13471371011101238
23745,673,132,61,0.17341153743505242
23746,673,132,60,0.0018472423667714722
23747,673,133,61,0.10218760206217159
23748,674,132,70,0.07942831192213734
23749,674,132,69,0.0028426495211198426
23750,674,133,70,0.17538243020588445
23751,674,134,69,0.007476738028148322
23752,674,133,69,0.11963713647986576
23753,674,134,68,0.09104756012033285
23754,674,133,68,0.2854900509961956
23755,674,134,67,0.07994403255125493
23756,674,133,67,0.007126135836348969
23757,674,135,68,0.025910987141751506
23758,674,135,67,0.12440335493252913
23759,674,132,68,0.0013106122645865988
23760,675,130,56,0.06413977679929937
23761,675,131,55,0.07089031971548417
23762,675,130,55,0.5741975096569438
23763,675,130,54,0.05030319837049724
23764,675,131,54,0.00589542836284377
23765,676,131,57,0.09217988369336355
23766,676,130,57,0.05083138216406442
23767,676,131,56,0.13165811977301572
23768,676,130,56,0.1227857951594133
23769,676,131,55,0.1049597986340586
23770,676,130,55,0.02036391282669202
23771,676,132,57,0.07679799576616898
23772,676,133,56,0.006099191829474891
23773,676,132,56,0.11719926069473717
23774,676,133,55,0.11425614840332514
23775,676,132,55,0.07029706152694708
23776,676,133,54,0.054585803617519676
23777,676,131,54,1.5710453287321683e-05
23778,676,134,55,0.018039484905505682
23779,676,134,54,0.011374499725675792
23780,677,131,64,1.0000000000000004
23781,678,133,64,0.019301219773121808
23782,678,132,64,0.21748465583867
23783,678,131,64,0.19752445871751362
23784,678,133,63,0.2210026795558867
23785,678,132,63,0.24619020522785992
23786,678,131,63,0.09849678088718243
23787,679,131,65,0.027638598019211355
23788,679,133,65,0.012108086162605133
23789,679,132,65,0.026552551957420328
23790,679,133,64,0.2954123502457261
23791,679,132,64,0.3569162435754178
23792,679,131,64,0.20551369160398303
23793,679,133,63,0.07585847843563132
23794,680,132,70,1.0000000000000009
23795,681,131,64,0.014560540869420864
23796,681,130,63,0.007352906567346585
23797,681,130,62,0.04569235370199443
23798,681,130,61,0.14636122882508873
23799,681,131,63,0.10438809669930461
23800,681,132,62,0.010599997956938952
23801,681,131,62,0.2191436137086879
23802,681,132,61,0.07611517048812358
23803,681,131,61,0.33716370877874347
23804,681,131,60,0.03287760578149602
23805,681,130,60,0.005744776622890749
23806,683,130,55,0.088908293052453
23807,683,130,54,0.33025510125870616
23808,683,130,53,0.11534895685278497
23809,683,131,53,0.012057644702963085
23810,683,131,54,0.049480188325960156
23811,691,132,60,0.024036315744787734
23812,691,130,60,0.04542594475814294
23813,691,132,59,0.20872181114641794
23814,691,132,58,0.00224508761845047
23815,691,131,59,0.21386112399378682
23816,691,130,59,0.32265895331595823
23817,691,131,58,0.05431928211131653
23818,691,130,58,0.01398957767630978
23819,692,132,70,0.38732637722829827
23820,692,131,70,0.4888932325984906
23821,692,131,69,0.12378039017329576
23822,694,130,64,0.0047826525097570405
23823,694,131,64,0.013161874888384903
23824,694,130,63,0.12690185442475754
23825,694,130,62,0.4745228769712436
23826,694,130,61,0.23923802764418556
23827,694,131,63,0.047811914231051786
23828,694,131,62,0.0036099728391629712
23829,695,132,70,0.008950558167770404
23830,695,131,70,0.0001221801117261211
23831,695,132,69,0.10870805523006145
23832,695,131,69,0.04510959393903653
23833,695,133,69,0.009229438223331126
23834,695,134,68,0.003570518441851038
23835,695,133,68,0.014332514777647508
23836,695,134,67,0.017843708879191268
23837,695,133,67,0.10557545413459088
23838,695,132,67,0.10959099719671726
23839,695,134,66,0.0043693528782383995
23840,695,132,68,0.10918391409981507
23841,695,131,68,0.03434070918532421
23842,695,131,67,0.06588284658064641
23843,695,131,66,0.05812309751984984
23844,695,131,65,0.012518620322642797
23845,695,133,66,0.09170381158898137
23846,695,132,66,0.10959099719670662
23847,695,133,65,0.006395066963260845
23848,695,132,65,0.08020374740971269
23849,695,132,64,0.004654817152956596
23850,698,131,59,0.000135902673969534
23851,698,130,59,0.009653060238550311
